Frequency   	S[1,1]_Mag  	S[1,1]_Phs  	S[1,2]_Mag  	S[1,2]_Phs  	S[1,3]_Mag  	S[1,3]_Phs  	S[1,4]_Mag  	S[1,4]_Phs  	S[2,1]_Mag  	S[2,1]_Phs  	S[2,2]_Mag  	S[2,2]_Phs  	S[2,3]_Mag  	S[2,3]_Phs  	S[2,4]_Mag  	S[2,4]_Phs  	S[3,1]_Mag  	S[3,1]_Phs  	S[3,2]_Mag  	S[3,2]_Phs  	S[3,3]_Mag  	S[3,3]_Phs  	S[3,4]_Mag  	S[3,4]_Phs  	S[4,1]_Mag  	S[4,1]_Phs  	S[4,2]_Mag  	S[4,2]_Phs  	S[4,3]_Mag  	S[4,3]_Phs  	S[4,4]_Mag  	S[4,4]_Phs  	
4.786300923226379E+04 	2.140426520431230E-03  	-6.260089656648259E+00  	9.978570617547579E-01  	-2.918302926964812E-02  	6.612081814133210E-05  	8.157087390101609E+01  	6.258440676468480E-05  	9.759705593548431E+01  	9.978570617547579E-01  	-2.918302926964812E-02  	2.140794052641080E-03  	-6.306265381073690E+00  	6.279177816474250E-05  	9.767760929493579E+01  	6.638257154815890E-05  	8.172646086216830E+01  	6.612081814133210E-05  	8.157087390101609E+01  	6.279177816474250E-05  	9.767760929493579E+01  	4.141332669203871E-04  	-7.239695278973190E+01  	9.998583338491331E-01  	-2.486862747207471E-02  	6.258440676468480E-05  	9.759705593548431E+01  	6.638257154815890E-05  	8.172646086216830E+01  	9.998583338491331E-01  	-2.486862747207471E-02  	4.142922106882480E-04  	-7.239813382825839E+01  	
5.011872336272720E+04 	2.141681393607380E-03  	-6.559607996133643E+00  	9.978570608843971E-01  	-3.053692721670000E-02  	6.916417367329630E-05  	8.194652960444870E+01  	6.548492968899040E-05  	9.725155755051210E+01  	9.978570608843971E-01  	-3.053692721670000E-02  	2.142067247382650E-03  	-6.607868141480190E+00  	6.570247758092590E-05  	9.732842727456540E+01  	6.944029224519900E-05  	8.209538643908120E+01  	6.916417367329630E-05  	8.194652960444870E+01  	6.570247758092590E-05  	9.732842727456540E+01  	4.318952719337150E-04  	-7.314627639860220E+01  	9.998583187347931E-01  	-2.603732817562991E-02  	6.548492968899040E-05  	9.725155755051210E+01  	6.944029224519900E-05  	8.209538643908120E+01  	9.998583187347931E-01  	-2.603732817562991E-02  	4.320612822644611E-04  	-7.314741562081690E+01  	
5.248074602497720E+04 	2.143062601027841E-03  	-6.873891936145348E+00  	9.978570598899451E-01  	-3.195145364690250E-02  	7.235281979795348E-05  	8.230599555543040E+01  	6.852479540471119E-05  	9.692076891613351E+01  	9.978570598899451E-01  	-3.195145364690250E-02  	2.143468533387350E-03  	-6.924321114490300E+00  	6.875330209003002E-05  	9.699409674404190E+01  	7.264387255207781E-05  	8.244839000397050E+01  	7.235281979795348E-05  	8.230599555543040E+01  	6.875330209003002E-05  	9.699409674404190E+01  	4.505667814188270E-04  	-7.386760417829920E+01  	9.998583021569240E-01  	-2.726061593915119E-02  	6.852479540471119E-05  	9.692076891613351E+01  	7.264387255207781E-05  	8.244839000397050E+01  	9.998583021569240E-01  	-2.726061593915119E-02  	4.507402144510320E-04  	-7.386870253994400E+01  	
5.495408738576250E+04 	2.144583397054720E-03  	-7.203729628673890E+00  	9.978570587513722E-01  	-3.342899494778940E-02  	7.569332599315099E-05  	8.264992155711499E+01  	7.171052730888142E-05  	9.660407372243898E+01  	9.978570587513722E-01  	-3.342899494778940E-02  	2.145011332104830E-03  	-7.256414416126280E+00  	7.195084634302140E-05  	9.667399666991878E+01  	7.599991009728091E-05  	8.278611363256150E+01  	7.569332599315099E-05  	8.264992155711499E+01  	7.195084634302140E-05  	9.667399666991878E+01  	4.701881694273940E-04  	-7.456155671239991E+01  	9.998582839732532E-01  	-2.854099046402619E-02  	7.171052730888142E-05  	9.660407372243898E+01  	7.599991009728091E-05  	8.278611363256150E+01  	9.998582839732532E-01  	-2.854099046402619E-02  	4.703693978697271E-04  	-7.456261524208341E+01  	
5.754399373371570E+04 	2.146258530535440E-03  	-7.549959005297130E+00  	9.978570574451011E-01  	-3.497198020172720E-02  	7.919255311991820E-05  	8.297893851055508E+01  	7.504896808740541E-05  	9.630087487486792E+01  	9.978570574451011E-01  	-3.497198020172720E-02  	2.146710575011780E-03  	-7.604987734074309E+00  	7.530203314349430E-05  	9.636752519952370E+01  	7.951529476847988E-05  	8.310918032150281E+01  	7.919255311991820E-05  	8.297893851055508E+01  	7.530203314349430E-05  	9.636752519952370E+01  	4.908017350820660E-04  	-7.522879664923109E+01  	9.998582640275610E-01  	-2.988105845742730E-02  	7.504896808740541E-05  	9.630087487486792E+01  	7.951529476847988E-05  	8.310918032150281E+01  	9.998582640275610E-01  	-2.988105845742730E-02  	4.909911490963640E-04  	-7.522981643526948E+01  	
6.025595860743580E+04 	2.148104432636460E-03  	-7.913471726635089E+00  	9.978570559433501E-01  	-3.658287286107380E-02  	8.285766366852742E-05  	8.329365803922013E+01  	7.854729585545869E-05  	9.601059454744841E+01  	9.978570559433501E-01  	-3.658287286107380E-02  	2.148582892800709E-03  	-7.970934222899413E+00  	7.881413081029301E-05  	9.607409974539293E+01  	8.319721894619591E-05  	8.341819368157988E+01  	8.285766366852742E-05  	8.329365803922013E+01  	7.881413081029301E-05  	9.607409974539293E+01  	5.124518011840760E-04  	-7.587002034660890E+01  	9.998582421482980E-01  	-3.128353707505500E-02  	7.854729585545869E-05  	9.601059454744841E+01  	8.319721894619591E-05  	8.341819368157988E+01  	9.998582421482980E-01  	-3.128353707505500E-02  	5.126498093229171E-04  	-7.587100252505419E+01  	
6.309573444801931E+04 	2.150139431618431E-03  	-8.295217485889726E+00  	9.978570542133403E-01  	-3.826416049953889E-02  	8.669613197633802E-05  	8.359467227443830E+01  	8.221304123046912E-05  	9.573267411955440E+01  	9.978570542133403E-01  	-3.826416049953889E-02  	2.150646831603240E-03  	-8.355204744319741E+00  	8.249477164912822E-05  	9.579315694893741E+01  	8.705318770201411E-05  	8.371373778227580E+01  	8.669613197633802E-05  	8.359467227443830E+01  	8.249477164912822E-05  	9.579315694893741E+01  	5.351848163161521E-04  	-7.648595029371040E+01  	9.998582181470500E-01  	-3.275125728904470E-02  	8.221304123046912E-05  	9.573267411955440E+01  	8.705318770201411E-05  	8.371373778227580E+01  	9.998582181470500E-01  	-3.275125728904470E-02  	5.353918465190520E-04  	-7.648689603755220E+01  	
6.606934480075960E+04 	2.152383998927010E-03  	-8.696208690054927E+00  	9.978570522163561E-01  	-4.001834232219111E-02  	9.071575434363582E-05  	8.388255377916079E+01  	8.605410540901172E-05  	9.546657401397891E+01  	9.978570522163561E-01  	-4.001834232219111E-02  	2.152923100620950E-03  	-8.758812474807341E+00  	8.635197163055318E-05  	9.552415254167479E+01  	9.109102888596420E-05  	8.399637712608541E+01  	9.071575434363582E-05  	8.388255377916079E+01  	8.635197163055318E-05  	9.552415254167479E+01  	5.590494606819020E-04  	-7.707732829334101E+01  	9.998581918168479E-01  	-3.428716714238410E-02  	8.605410540901172E-05  	9.546657401397891E+01  	9.109102888596420E-05  	8.399637712608541E+01  	9.998581918168479E-01  	-3.428716714238410E-02  	5.592659613347390E-04  	-7.707823880284620E+01  	
6.918309709189359E+04 	2.154861031749391E-03  	-9.117525539903209E+00  	9.978570499066240E-01  	-4.184791406797311E-02  	9.492465895892580E-05  	8.415785558986261E+01  	9.007877932600701E-05  	9.521177345209023E+01  	9.978570499066240E-01  	-4.184791406797311E-02  	2.155434856309710E-03  	-9.182837900138248E+00  	9.039415138255780E-05  	9.526656112029360E+01  	9.531890301270751E-05  	8.426665673333420E+01  	9.492465895892580E-05  	8.415785558986261E+01  	9.039415138255780E-05  	9.526656112029360E+01  	5.840967559368671E-04  	-7.764490937654890E+01  	9.998581629303033E-01  	-3.589433484416369E-02  	9.007877932600701E-05  	9.521177345209023E+01  	9.531890301270751E-05  	8.426665673333420E+01  	9.998581629303033E-01  	-3.589433484416369E-02  	5.843231969996952E-04  	-7.764578587069001E+01  	
7.244359600749910E+04 	2.157596178105680E-03  	-9.560321525567909E+00  	9.978570472299760E-01  	-4.375534988273849E-02  	9.933131552810331E-05  	8.442111135863018E+01  	9.429576398261192E-05  	9.496777013998090E+01  	9.978570472299760E-01  	-4.375534988273849E-02  	2.158208029178520E-03  	-9.628434212052580E+00  	9.463015861844480E-05  	9.501987584992801E+01  	9.974531283886491E-05  	8.452510232041783E+01  	9.933131552810331E-05  	8.442111135863018E+01  	9.463015861844480E-05  	9.501987584992801E+01  	6.103801792787401E-04  	-7.818945641324829E+01  	9.998581312375423E-01  	-3.757595165185459E-02  	9.429576398261192E-05  	9.496777013998090E+01  	9.974531283886491E-05  	8.452510232041783E+01  	9.998581312375423E-01  	-3.757595165185459E-02  	6.106170534877660E-04  	-7.819030012216039E+01  	
7.585775750291839E+04 	2.160618211633720E-03  	-1.002582934782500E+01  	9.978570441222611E-01  	-4.574308067662101E-02  	1.039445444822170E-04  	8.467283557954970E+01  	9.871419203822680E-05  	9.473407989784610E+01  	9.978570441222611E-01  	-4.574308067662101E-02  	2.161271700347910E-03  	-1.009683311528870E+01  	9.906929213474331E-05  	9.478360810830399E+01  	1.043791125038100E-04  	8.477222055636310E+01  	1.039445444822170E-04  	8.467283557954970E+01  	9.906929213474331E-05  	9.478360810830399E+01  	6.379557820750540E-04  	-7.871173537680170E+01  	9.998580964639343E-01  	-3.933533447741058E-02  	9.871419203822680E-05  	9.473407989784610E+01  	1.043791125038100E-04  	8.477222055636310E+01  	9.998580964639343E-01  	-3.933533447741058E-02  	6.382036062252611E-04  	-7.871254753520098E+01  	
7.943282347242819E+04 	2.163959464515630E-03  	-1.051536726525430E+01  	9.978570405074431E-01  	-4.781346840576040E-02  	1.087735256157900E-04  	8.491352388539030E+01  	1.033436507722900E-04  	9.451023624330318E+01  	9.978570405074431E-01  	-4.781346840576040E-02  	2.164658536295540E-03  	-1.058935104314940E+01  	1.037213275299720E-04  	9.455728708187590E+01  	1.092295160831430E-04  	8.500849938442639E+01  	1.087735256157900E-04  	8.491352388539030E+01  	1.037213275299720E-04  	9.455728708187590E+01  	6.668823133165590E-04  	-7.921251121696250E+01  	9.998580583075681E-01  	-4.117592814313980E-02  	1.033436507722900E-04  	9.451023624330318E+01  	1.092295160831430E-04  	8.500849938442639E+01  	9.998580583075681E-01  	-4.117592814313980E-02  	6.671416296322343E-04  	-7.921329305845489E+01  	
8.317637711026710E+04 	2.167656328521140E-03  	-1.103034585332950E+01  	9.978570362953489E-01  	-4.996877563359552E-02  	1.138278059813610E-04  	8.514365340228819E+01  	1.081942065331230E-04  	9.429578993801658E+01  	9.978570362953489E-01  	-4.996877563359552E-02  	2.168405291733950E-03  	-1.110739576545660E+01  	1.085965448133260E-04  	9.434045932368340E+01  	1.143061053773520E-04  	8.523440839708439E+01  	1.138278059813610E-04  	8.514365340228819E+01  	1.085965448133260E-04  	9.434045932368340E+01  	6.972213481934650E-04  	-7.969254429378729E+01  	9.998580164364600E-01  	-4.310130720075270E-02  	1.081942065331230E-04  	9.429578993801658E+01  	1.143061053773520E-04  	8.523440839708439E+01  	9.998580164364600E-01  	-4.310130720075270E-02  	6.974927257947790E-04  	-7.969329704599500E+01  	
8.709635899560810E+04 	2.171749835947570E-03  	-1.157227514191480E+01  	9.978570313789761E-01  	-5.221112962948620E-02  	1.191173068355790E-04  	8.536368315168581E+01  	1.132764308042680E-04  	9.409030850577069E+01  	9.978570313789761E-01  	-5.221112962948620E-02  	2.172553392357660E-03  	-1.165247335303460E+01  	1.137057580931870E-04  	9.413268828142400E+01  	1.196188367273760E-04  	8.545039925425650E+01  	1.191173068355790E-04  	8.536368315168581E+01  	1.137057580931870E-04  	9.413268828142400E+01  	7.290374221004340E-04  	-8.015258732474780E+01  	9.998579704854690E-01  	-4.511517721253350E-02  	1.132764308042680E-04  	9.409030850577069E+01  	1.196188367273760E-04  	8.545039925425650E+01  	9.998579704854690E-01  	-4.511517721253350E-02  	7.293214585752531E-04  	-8.015331220518151E+01  	
9.120108393559100E+04 	2.176286334366090E-03  	-1.214277207108371E+01  	9.978570256312950E-01  	-5.454248015042990E-02  	1.246523293971740E-04  	8.557405449017230E+01  	1.186014280336660E-04  	9.389337572905814E+01  	9.978570256312950E-01  	-5.454248015042990E-02  	2.177149611310890E-03  	-1.222619543619810E+01  	1.190603475590840E-04  	9.393355380313639E+01  	1.251780466131840E-04  	8.565690613593070E+01  	1.246523293971740E-04  	8.557405449017230E+01  	1.190603475590840E-04  	9.393355380313639E+01  	7.623981703845220E-04  	-8.059338279797930E+01  	9.998579200528641E-01  	-4.722137537689400E-02  	1.186014280336660E-04  	9.389337572905814E+01  	1.251780466131840E-04  	8.565690613593070E+01  	9.998579200528641E-01  	-4.722137537689400E-02  	7.626954934757330E-04  	-8.059408101058430E+01  	
9.549925860214370E+04 	2.181318271593030E-03  	-1.274356816973260E+01  	9.978570189014417E-01  	-5.696454992297274E-02  	1.304435591366920E-04  	8.577519157912280E+01  	1.241808653880289E-04  	9.370459113030010E+01  	9.978570189014417E-01  	-5.696454992297274E-02  	2.182246855714830E-03  	-1.283028665927089E+01  	1.246722939977770E-04  	9.374265162692090E+01  	1.309944557505150E-04  	8.585434622155771E+01  	1.304435591366920E-04  	8.577519157912280E+01  	1.246722939977770E-04  	9.374265162692090E+01  	7.973744741585882E-04  	-8.101566080613171E+01  	9.998578646965272E-01  	-4.942387036133582E-02  	1.241808653880289E-04  	9.370459113030010E+01  	1.309944557505150E-04  	8.585434622155771E+01  	9.998578646965272E-01  	-4.942387036133582E-02  	7.976857435785590E-04  	-8.101633353844090E+01  	
1.000000000000000E+05 	2.186771480821560E-03  	-1.337734825159030E+01  	9.978572020151383E-01  	-5.947877115878019E-02  	1.365016460554160E-04  	8.597002462385851E+01  	1.300270817172400E-04  	9.352412520383930E+01  	9.978572020151383E-01  	-5.947877115878019E-02  	2.187770961084860E-03  	-1.346743166206210E+01  	1.305542894154900E-04  	9.356012025664481E+01  	1.370787874751370E-04  	8.604544945424260E+01  	1.365016460554160E-04  	8.597002462385851E+01  	1.305542894154900E-04  	9.356012025664481E+01  	8.340411751524860E-04  	-8.141988106574730E+01  	9.998578515523473E-01  	-5.172675917265740E-02  	1.300270817172400E-04  	9.352412520383930E+01  	1.370787874751370E-04  	8.604544945424260E+01  	9.998578515523473E-01  	-5.172675917265740E-02  	8.343670686066460E-04  	-8.142053681814130E+01  	
1.047128548050900E+05 	2.196076562238220E-03  	-1.402248646024230E+01  	9.978527383711280E-01  	-6.209278517561769E-02  	1.428500000492600E-04  	8.609682643238740E+01  	1.361504883148130E-04  	9.333810107902360E+01  	9.978527383711280E-01  	-6.209278517561769E-02  	2.197166422215390E-03  	-1.411578525168130E+01  	1.367163281721570E-04  	9.337309917651540E+01  	1.434536494279510E-04  	8.617335638783830E+01  	1.428500000492600E-04  	8.609682643238740E+01  	1.367163281721570E-04  	9.337309917651540E+01  	8.724620506676469E-04  	-8.181315699681880E+01  	9.998566575735520E-01  	-5.413482940785080E-02  	1.361504883148130E-04  	9.333810107902360E+01  	1.434536494279510E-04  	8.617335638783830E+01  	9.998566575735520E-01  	-5.413482940785080E-02  	8.728036798363917E-04  	-8.181362064010710E+01  	
1.096478196143190E+05 	2.206105398615800E-03  	-1.469705453526060E+01  	9.978481548905990E-01  	-6.481727703039614E-02  	1.494926697807040E-04  	8.621757010442701E+01  	1.425655681425340E-04  	9.315994411385969E+01  	9.978481548905990E-01  	-6.481727703039614E-02  	2.207295235732560E-03  	-1.479362290944231E+01  	1.431718720176820E-04  	9.319465886231112E+01  	1.501242330305210E-04  	8.629543667756391E+01  	1.494926697807040E-04  	8.621757010442701E+01  	1.431718720176820E-04  	9.319465886231112E+01  	9.127321508951219E-04  	-8.219004268821367E+01  	9.998553893319271E-01  	-5.665323457837119E-02  	1.425655681425340E-04  	9.315994411385969E+01  	1.501242330305210E-04  	8.629543667756391E+01  	9.998553893319271E-01  	-5.665323457837119E-02  	9.130902835863151E-04  	-8.219031437236001E+01  	
1.148153621496880E+05 	2.216909896324140E-03  	-1.540189219208520E+01  	9.978434626027831E-01  	-6.765744937667709E-02  	1.564432263178210E-04  	8.633263516744600E+01  	1.492860530138450E-04  	9.298932844494259E+01  	9.978434626027831E-01  	-6.765744937667709E-02  	2.218210151616950E-03  	-1.550177881553530E+01  	1.499345880782990E-04  	9.302442714710629E+01  	1.571042287656020E-04  	8.641206347748231E+01  	1.564432263178210E-04  	8.633263516744600E+01  	1.499345880782990E-04  	9.302442714710629E+01  	9.549369130021210E-04  	-8.255121286612069E+01  	9.998540451101290E-01  	-5.928694045936609E-02  	1.492860530138450E-04  	9.298932844494259E+01  	1.571042287656020E-04  	8.641206347748231E+01  	9.998540451101290E-01  	-5.928694045936609E-02  	9.553123581518881E-04  	-8.255129243571650E+01  	
1.202264434617410E+05 	2.228545972918420E-03  	-1.613777542993430E+01  	9.978386730551091E-01  	-7.061886115698049E-02  	1.637159139948260E-04  	8.644238484417291E+01  	1.563263079102120E-04  	9.282593912387770E+01  	9.978386730551091E-01  	-7.061886115698049E-02  	2.229967973564800E-03  	-1.624102235829209E+01  	1.570187704183050E-04  	9.286203813777330E+01  	1.644080106800820E-04  	8.652359200006319E+01  	1.637159139948260E-04  	8.644238484417291E+01  	1.570187704183050E-04  	9.286203813777330E+01  	9.991658521985042E-04  	-8.289732418225341E+01  	9.998526235208222E-01  	-6.204114784205168E-02  	1.563263079102120E-04  	9.282593912387770E+01  	1.644080106800820E-04  	8.652359200006319E+01  	9.998526235208222E-01  	-6.204114784205168E-02  	9.995594624864820E-04  	-8.289721116371580E+01  	
1.258925411794170E+05 	2.241073969846560E-03  	-1.690540388441170E+01  	9.978337980268888E-01  	-7.370744624824360E-02  	1.713256888923270E-04  	8.654716458656138E+01  	1.637013586196520E-04  	9.266947090709262E+01  	9.978337980268888E-01  	-7.370744624824360E-02  	2.242629970291021E-03  	-1.701204532013760E+01  	1.644393709081180E-04  	9.270713200962120E+01  	1.720506745826640E-04  	8.663035808339460E+01  	1.713256888923270E-04  	8.654716458656138E+01  	1.644393709081180E-04  	9.270713200962120E+01  	1.045512751282920E-03  	-8.322901471514560E+01  	9.998511235340800E-01  	-6.492130718045230E-02  	1.637013586196520E-04  	9.266947090709262E+01  	1.720506745826640E-04  	8.663035808339460E+01  	9.998511235340800E-01  	-6.492130718045230E-02  	1.045925425963880E-03  	-8.322870830470110E+01  	
1.318256738556410E+05 	2.254559095037671E-03  	-1.770538792818770E+01  	9.978288492188950E-01  	-7.692952986013091E-02  	1.792882588458800E-04  	8.664730056619260E+01  	1.714269209085770E-04  	9.251962709746638E+01  	9.978288492188950E-01  	-7.692952986013091E-02  	2.256262316578650E-03  	-1.781544880150909E+01  	1.722120319206030E-04  	9.255935498825571E+01  	1.800480775085360E-04  	8.673267678591891E+01  	1.792882588458800E-04  	8.664730056619260E+01  	1.722120319206030E-04  	9.255935498825571E+01  	1.094075858757600E-03  	-8.354690364771081E+01  	9.998495444957701E-01  	-6.793313428029209E-02  	1.714269209085770E-04  	9.251962709746638E+01  	1.800480775085360E-04  	8.673267678591891E+01  	9.998495444957701E-01  	-6.793313428029209E-02  	1.094508546732190E-03  	-8.354640269999192E+01  	
1.380384264602880E+05 	2.269071889873560E-03  	-1.853823569182240E+01  	9.978238379285170E-01  	-8.029184244801284E-02  	1.876201247827840E-04  	8.674309818652989E+01  	1.795194313729200E-04  	9.237611846493080E+01  	9.978238379285170E-01  	-8.029184244801284E-02  	2.270936558639150E-03  	-1.865173006064290E+01  	1.803531208609360E-04  	9.241835949688618E+01  	1.884168782544600E-04  	8.683084107714008E+01  	1.876201247827840E-04  	8.674309818652989E+01  	1.803531208609360E-04  	9.241835949688618E+01  	1.144958095907070E-03  	-8.385159109621431E+01  	9.998478861346080E-01  	-7.108262698792500E-02  	1.795194313729200E-04  	9.237611846493080E+01  	1.884168782544600E-04  	8.683084107714008E+01  	9.998478861346080E-01  	-7.108262698792500E-02  	1.145411799056880E-03  	-8.385089411331097E+01  	
1.445439770745930E+05 	2.284688713531250E-03  	-1.940434017894020E+01  	9.978187747210771E-01  	-8.380153103430500E-02  	1.963386231722980E-04  	8.683484068751569E+01  	1.879960801104800E-04  	9.223866227104460E+01  	9.978187747210771E-01  	-8.380153103430500E-02  	2.286730096820450E-03  	-1.952126945081730E+01  	1.888797665219210E-04  	9.228380444051058E+01  	1.971745787901030E-04  	8.692512069355610E+01  	1.963386231722980E-04  	8.683484068751569E+01  	1.888797665219210E-04  	9.228380444051058E+01  	1.198267273245340E-03  	-8.414365806826210E+01  	9.998461485556970E-01  	-7.437608280563091E-02  	1.879960801104800E-04  	9.223866227104460E+01  	1.971745787901030E-04  	8.692512069355610E+01  	9.998461485556970E-01  	-7.437608280563091E-02  	1.198743050060240E-03  	-8.414276318909330E+01  	
1.513561248436210E+05 	2.301492236388779E-03  	-2.030396664856980E+01  	9.978136691080831E-01  	-8.746616797208150E-02  	2.054619693754310E-04  	8.692278791416382E+01  	1.968748453470310E-04  	9.210698141885601E+01  	9.978136691080831E-01  	-8.746616797208150E-02  	2.303726677384071E-03  	-2.042431763660610E+01  	1.978098972482570E-04  	9.215535559378080E+01  	2.063395663701460E-04  	8.701576122559671E+01  	2.054619693754310E-04  	8.692278791416382E+01  	1.978098972482570E-04  	9.215535559378080E+01  	1.254116316745230E-03  	-8.442366652969710E+01  	9.998443322186230E-01  	-7.782011732822440E-02  	1.968748453470310E-04  	9.210698141885601E+01  	2.063395663701460E-04  	8.701576122559671E+01  	9.998443322186230E-01  	-7.782011732822440E-02  	1.254615286273880E-03  	-8.442257151957891E+01  	
1.584893192461110E+05 	2.319571933207800E-03  	-2.123724043447230E+01  	9.978085292428572E-01  	-9.129375732294977E-02  	2.150093016989480E-04  	8.700717531758119E+01  	2.061745301343380E-04  	9.198080374430000E+01  	9.978085292428572E-01  	-9.129375732294977E-02  	2.322016884068370E-03  	-2.136098326876250E+01  	2.071622808902740E-04  	9.203268605705540E+01  	2.159311562069270E-04  	8.710298349348092E+01  	2.150093016989480E-04  	8.700717531758119E+01  	2.071622808902740E-04  	9.203268605705540E+01  	1.312623504272480E-03  	-8.469215956237990E+01  	9.998424378986412E-01  	-8.142168336715540E-02  	2.061745301343380E-04  	9.198080374430000E+01  	2.159311562069270E-04  	8.710298349348092E+01  	9.998424378986412E-01  	-8.142168336715540E-02  	1.313146850429910E-03  	-8.469086180268860E+01  	
1.659586907437560E+05 	2.339024566221070E-03  	-2.220413536890109E+01  	9.978033616429460E-01  	-9.529273914679312E-02  	2.250007259943830E-04  	8.708821324909539E+01  	2.159148012198240E-04  	9.185986145922412E+01  	9.978033616429460E-01  	-9.529273914679312E-02  	2.341698619544850E-03  	-2.233122129560321E+01  	2.169565665298200E-04  	9.191547674512879E+01  	2.259696346136730E-04  	8.718698325796741E+01  	2.250007259943830E-04  	8.708821324909539E+01  	2.169565665298200E-04  	9.191547674512879E+01  	1.373912712654360E-03  	-8.494966159673127E+01  	9.998404666300211E-01  	-8.518809060469611E-02  	2.159148012198240E-04  	9.185986145922412E+01  	2.259696346136730E-04  	8.718698325796741E+01  	9.998404666300211E-01  	-8.518809060469611E-02  	1.374461688924180E-03  	-8.494815807457449E+01  	
1.737800828749380E+05 	2.359954648113040E-03  	-2.320446297862191E+01  	9.977981709473340E-01  	-9.947199210543399E-02  	2.354573606956570E-04  	8.716608659617290E+01  	2.261162301666800E-04  	9.174389074930340E+01  	9.977981709473340E-01  	-9.947199210543399E-02  	2.362877566710330E-03  	-2.333482208929391E+01  	2.272133279680840E-04  	9.180341687516010E+01  	2.364763025909980E-04  	8.726793129666218E+01  	2.354573606956570E-04  	8.716608659617290E+01  	2.272133279680840E-04  	9.180341687516010E+01  	1.438113675820070E-03  	-8.519667870461960E+01  	9.998384196313620E-01  	-8.912702560507377E-02  	2.261162301666800E-04  	9.174389074930340E+01  	2.364763025909980E-04  	8.726793129666218E+01  	9.998384196313620E-01  	-8.912702560507377E-02  	1.438689610392110E-03  	-8.519496600244921E+01  	
1.819700858609980E+05 	2.382474875205050E-03  	-2.423786262585609E+01  	9.977929597146080E-01  	-1.038408348590400E-01  	2.464013822550530E-04  	8.724095479326489E+01  	2.368003367813290E-04  	9.163263152310000E+01  	9.977929597146080E-01  	-1.038408348590400E-01  	2.385667620065230E-03  	-2.437140156984769E+01  	2.379541089759310E-04  	9.169620442402179E+01  	2.474735199000871E-04  	8.734597385893051E+01  	2.464013822550530E-04  	8.724095479326489E+01  	2.379541089759310E-04  	9.169620442402179E+01  	1.505362254455120E-03  	-8.543369893969590E+01  	9.998362982134540E-01  	-9.324657200370470E-02  	2.368003367813290E-04  	9.163263152310000E+01  	2.474735199000871E-04  	8.734597385893051E+01  	9.998362982134540E-01  	-9.324657200370470E-02  	1.505966555842990E-03  	-8.543177322481530E+01  	
1.905460717963250E+05 	2.406706521932660E-03  	-2.530379277691689E+01  	9.977877282662760E-01  	-1.084090267796920E-01  	2.578560710127091E-04  	8.731295222268611E+01  	2.479896348840010E-04  	9.152582730183758E+01  	9.977877282662760E-01  	-1.084090267796920E-01  	2.410191278196510E-03  	-2.544039251875640E+01  	2.492014703209541E-04  	9.159354653019059E+01  	2.589847497397760E-04  	8.742123349383603E+01  	2.578560710127091E-04  	8.731295222268611E+01  	2.492014703209541E-04  	9.159354653019059E+01  	1.575800717615160E-03  	-8.566119271361553E+01  	9.998341036711158E-01  	-9.755523070163240E-02  	2.479896348840010E-04  	9.152582730183758E+01  	2.589847497397760E-04  	8.742123349383603E+01  	9.998341036711158E-01  	-9.755523070163240E-02  	1.576434880802140E-03  	-8.565904972755490E+01  	
1.995262314968880E+05 	2.432779788891300E-03  	-2.640152359642030E+01  	9.977824745774161E-01  	-1.131867685205860E-01  	2.698458576138060E-04  	8.738218900145250E+01  	2.597076804395221E-04  	9.142322523360269E+01  	9.977824745774161E-01  	-1.131867685205860E-01  	2.436579989578139E-03  	-2.654103728769780E+01  	2.609790386005440E-04  	9.149515982091313E+01  	2.710346042163070E-04  	8.749381022733172E+01  	2.698458576138060E-04  	8.738218900145250E+01  	2.609790386005440E-04  	9.149515982091313E+01  	1.649578036745690E-03  	-8.587961319774539E+01  	9.998318371612390E-01  	-1.020619399105520E-01  	2.597076804395221E-04  	9.142322523360269E+01  	2.710346042163070E-04  	8.749381022733172E+01  	9.998318371612390E-01  	-1.020619399105520E-01  	1.650243649910570E-03  	-8.587724824550509E+01  	
2.089296130854040E+05 	2.460834098269550E-03  	-2.753013108350400E+01  	9.977771942149593E-01  	-1.181847029644730E-01  	2.823963701648120E-04  	8.744875213112270E+01  	2.719791220504861E-04  	9.132457621102610E+01  	9.977771942149593E-01  	-1.181847029644730E-01  	2.464974445463180E-03  	-2.767238212416030E+01  	2.733115569258680E-04  	9.140077065122220E+01  	2.836488908587309E-04  	8.756378304849679E+01  	2.823963701648120E-04  	8.744875213112270E+01  	2.733115569258680E-04  	9.140077065122220E+01  	1.726850192551550E-03  	-8.608939674095488E+01  	9.998294995700162E-01  	-1.067760949240450E-01  	2.719791220504861E-04  	9.132457621102610E+01  	2.836488908587309E-04  	8.756378304849679E+01  	9.998294995700162E-01  	-1.067760949240450E-01  	1.727548944429620E-03  	-8.608680468014428E+01  	
